post_id,ticker,dividendo,yeld,media_yield_3m,soma_yield_3m,media_yield_6m,soma_yield_6m,media_yield_12m,soma_yield_12m,variacao_cotacao_mes,rentabilidade,rentabilidade_mes,cotacao_fechamento,soma_yield_ano_corrente,ano,vpa_yield,vpa,vpa_change,pl,vpa_rent,vpa_rent_m,yield_vpa_3m_sum,yield_vpa_3m,yield_vpa_6m_sum,yield_vpa_6m,yield_vpa_12m_sum,yield_vpa_12m,setor,setor_slug,valor,liquidezmediadiaria,patrimonio,pvp,p_vpa,post_title,v_fisica,v_financeira,ativos
432,BTLG11,0.7400,0.7300,0.7533,2.2600,0.7617,4.5700,0.7558,9.0700,3.3320,7.2529,4.0863,101.7200,3.8200,2023,0.7460,99.1900,0.0908,2089628167.9600,4.8235,0.8375,2.2493,0.7498,,,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,101.49,5118512.42,2076223640.11,1.0298,1.023187821352959,BTLG11,,,20
251,BTRA11,0.8000,0.9800,1.0133,3.0400,1.0517,6.3100,0.9667,11.6000,1.6504,1.3914,2.6466,81.3000,5.2700,2023,0.8203,103.6200,0.5336,348636630.4300,5.7084,1.3583,2.4191,0.8064,,,,,Indefinido,indefinido,81.3,604477.37,398353881.32,0.6867,0.7845975680370584,BTRA11,,,6
197,BTSG11,0.8700,0.0000,0.5767,1.7300,0.2883,1.7300,0.1442,1.7300,0.0000,,0.0000,,1.7300,2023,0.6450,133.3419,0.0005,103341940.1500,6.0199,0.6455,1.9499,0.6500,3.8486,0.6414,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,115,1425597,106722270.7,0.8351,0.862444587935225,BTSG11,,,1
421,BTSI11,0.7200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2023,,,,,,,,,,,,,Misto,misto,0,,245328809.27,0,,BTSI11,,,2
370,BTWR11,0.7200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2023,0.3753,111.8976,0.2307,90555302.3000,7.2421,0.6069,1.1859,0.3953,2.2632,0.3772,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,107,428,90638912.19,0.9554,0.9562314115762983,BTWR11,,,1
321,BZEL11,0.0799,,,,,,,,,,,,,,,,,,,,,,,,,,Misto,misto,0,,415517756.99,0,,BZEL11,,,0
68,CACR11,1.5200,1.4200,1.4100,4.2300,1.3850,8.3100,1.4225,17.0700,1.7017,10.4695,3.1458,106.9800,6.8900,2023,1.3731,103.4140,-0.0509,186914055.4600,37.5489,1.3215,4.3732,1.4577,7.2664,1.2111,,,Papéis,papeis,104.74,471569.66,186195662.16,1.0167,1.0128222484383158,CACR11,,,0
336,CARE11,0.0084,0.2300,0.2233,0.6700,0.2267,1.3600,0.3244,2.9200,-2.6316,-7.3924,-2.4076,3.7000,1.3600,2021,0.1045,1.6041,-0.2412,286915148.0400,3.5632,-0.1369,0.3129,0.1043,0.6074,0.1012,,,Misto,misto,2.11,32753.71,298211981.52,0.253,1.315379340440122,CARE11,,,1
276,CBOP11,0.1200,0.3200,0.3233,0.9700,0.6133,3.6800,0.7958,9.5500,3.1790,-27.3601,3.5092,37.0000,1.5100,2023,0.6552,74.7900,-0.5981,105832738.7000,-11.0597,0.0532,1.9540,0.6513,4.5779,0.7630,,,Lajes Corporativas,lajes-corporativas,36.14,9370.71,104467289.61,0.4895,0.4832196817756384,CBOP11,,,1
58,CCME11,0.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2371,1.6600,0.0000,,0.0000,,0.0000,2023,,,,,,,,,,,,,Indefinido,indefinido,128.05,1108.17,304572769.74,1.2611,,CCME11,,,1
261,CCRF11,0.6674,0.8000,0.7433,2.2300,0.7333,4.4000,0.8050,9.6600,-0.7262,-0.0589,0.0680,83.3900,4.4000,2023,0.5702,96.4596,-1.8722,151624862.9500,2.7240,-1.3127,2.0014,0.6671,5.1569,0.8595,,,Papéis,papeis,79.39,2932.19,156586009.7,0.7969,0.8230388680857064,CCRF11,,,0
183,CEOC11,0.6376,1.1200,1.1800,3.5400,1.1767,7.0600,1.0075,12.0900,5.9206,12.5417,7.1069,57.0700,5.9500,2023,0.5546,89.7600,-0.0791,162972246.7900,3.1044,0.4751,1.6682,0.5561,3.3271,0.5545,,,Lajes Corporativas,lajes-corporativas,58.6,87903.74,142446479.8,0.747,0.6528520499108734,CEOC11,,,1
134,CFHI11,36.5114,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2021,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,0,,65836344.85,0,,CFHI11,,,2
157,CJCT11,17.5550,19.5800,6.7533,20.2600,3.4083,20.4500,1.7125,20.5500,66.1048,98.6282,98.6282,89.6800,19.5800,2023,0.0000,57.9017,0.5813,156913697.5600,0.5813,0.5813,,,,,,,Lajes Corporativas,lajes-corporativas,60,13285.41,208952883.27,0.9016,1.03623900507239,CJCT11,,,1
327,CNES11,0.0819,0.2900,0.2733,0.8200,0.3650,2.1900,0.3467,4.1600,4.7778,-7.2954,5.0816,28.2900,1.6400,2023,0.1242,89.5000,2.5734,263957120.0800,4.2560,2.7008,0.3919,0.1306,0.7143,0.1190,,,Lajes Corporativas,lajes-corporativas,28.29,4635.19,262628152.78,0.3177,0.3160893854748603,CNES11,,,1
362,CORM11,0.7700,0.9006,0.9212,2.7636,0.8919,5.3513,0.9485,11.3823,-2.9732,-4.2658,-2.0994,85.5000,6.2039,2022,0.8945,90.5559,-2.3278,92123992.7200,0.2094,-1.4542,2.6360,0.8787,,,,,Lajes Corporativas,lajes-corporativas,0,,0,0,,CORM11,,,
381,CPFF11,0.4500,0.6800,0.6767,2.0300,0.6950,4.1700,0.7717,9.2600,5.9486,5.3770,6.6690,65.9000,3.2400,2023,0.7621,78.7300,-2.5626,429046317.4900,6.7056,-1.8200,2.2658,0.7553,4.5916,0.7653,,,Fundo de Fundos,fundo-de-fundos,69.32,422299.03,201913966.66,0.8765,0.8804775816080274,CPFF11,,,0
1862,CPTI11,0.9500,0.9700,0.9567,2.8700,0.9733,5.8400,1.0858,13.0300,4.2912,4.4328,5.3028,97.7000,4.8200,2023,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,99.12,797832.63,0,0,,CPTI11,,,
460,CPTR11,1.4000,1.4200,1.4400,4.3200,1.4400,8.6400,1.6191,17.8100,1.6409,7.3676,3.0842,98.4900,7.1700,2023,1.3722,98.3800,-0.3055,407099622.5000,2.4963,1.0625,4.2557,2.1279,4.2557,2.1279,4.2557,2.1279,Indefinido,indefinido,97.34,1330835.89,407099622.5,0.9739,0.9894287456800164,CPTR11,,,0
447,CPTS11,0.8500,1.0400,1.0000,3.0000,0.9433,5.6600,0.9858,11.8300,4.0544,6.1405,5.1366,81.8700,4.9400,2023,0.4114,89.9300,-1.8287,2858127870.9600,1.6619,-1.4248,2.4827,0.8276,,,,,Papéis,papeis,82.82,5734501.34,2893919455.86,0.9096,0.9209385077282329,CPTS11,,,0
436,CRFF11,0.6100,0.8400,0.9167,2.7500,0.9333,5.6000,0.8942,10.7300,10.5726,17.8767,11.5014,73.0000,4.6300,2023,0.7449,84.5800,-5.6790,58362691.0000,5.5364,-4.9765,2.1436,0.7145,4.2649,0.7108,,,Fundo de Fundos,fundo-de-fundos,79.6,62595.41,59623328.53,0.9212,0.9411208323480728,CRFF11,,,0
242,CTXT11,0.0100,0.0400,0.2133,0.6400,0.1900,1.1400,0.3983,4.7800,1.0004,-47.9960,1.0408,23.2200,1.0100,2021,0.1862,48.3312,-0.0969,125384663.8500,0.5388,0.0892,0.3930,0.1310,0.8061,0.1343,,,Lajes Corporativas,lajes-corporativas,13.73,4382.26,105732421.96,0.4097,0.2840815042870858,CTXT11,,,1
430,CVBI11,1.1000,1.2200,1.2033,3.6100,1.1917,7.1500,1.0467,12.5600,1.5837,5.3836,2.8231,90.4400,5.9400,2023,0.8040,93.2800,-1.5047,1027069045.8600,4.8086,-0.7128,2.2040,0.7347,5.2966,0.8828,,,Papéis,papeis,89.57,2478659.82,1049548113.63,0.9397,0.9602272727272726,CVBI11,,,0
72,CVPR11,1.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2023,,,,,,,,,,,,,Indefinido,indefinido,0,,13797164.86,0,,CVPR11,,,0
86,CXAG11,0.7500,0.9500,0.9767,2.9300,1.0167,6.1000,0.9942,11.9300,2.6668,7.5831,3.6422,78.9200,4.8700,2023,0.6532,114.8200,0.0436,240047750.4600,18.2386,0.6970,1.9560,0.6520,3.9947,0.6658,,,Agências de Bancos,agencias-de-bancos,82.54,119665.29,239814927.08,0.7196,0.7188643093537712,CXAG11,,,32
343,CXCE11B,0.3898,0.9600,0.9967,2.9900,0.9983,5.9900,0.9942,11.9300,-0.8082,2.0967,0.1440,40.5000,5.0200,2023,0.6999,64.7945,-0.0366,110989765.2400,-0.6839,0.6630,2.0181,0.6727,3.6257,0.6043,,,Lajes Corporativas,lajes-corporativas,42,30404.76,111592895.79,0.6447,0.6482031653921243,CXCE11B,,,1
132,CXCI11,0.8400,1.0500,1.0800,3.2400,1.0750,6.4500,1.0483,12.5800,3.4260,10.0682,4.5120,80.0000,5.3700,2023,0.8799,94.3300,-4.4102,194111706.7200,2.5720,-3.5691,2.5604,0.8535,5.0933,0.8489,,,Indefinido,indefinido,81.7,205422.45,191395205.99,0.8784,0.8661083430509913,CXCI11,,,0
147,CXCO11,0.7364,0.9900,1.0400,3.1200,1.0333,6.2000,0.9908,11.8900,6.8049,11.1816,7.8622,74.7100,5.1800,2023,0.7453,96.6037,0.0282,379121044.0300,8.8279,0.7737,2.2269,0.7423,4.4769,0.7462,,,Lajes Corporativas,lajes-corporativas,78.32,212447.13,390791606.69,0.7865,0.810734992552045,CXCO11,,,10
363,CXRI11,0.5600,0.8100,0.8633,2.5900,0.8783,5.2700,0.8592,10.3100,7.8125,14.3875,8.6858,69.0000,4.3800,2023,0.6578,83.6100,-5.5195,131751743.4300,5.1482,-4.8980,1.8930,0.6310,3.9885,0.6647,,,Fundo de Fundos,fundo-de-fundos,73.5,20981.89,135271947.76,0.8561,0.8790814495873699,CXRI11,,,0
380,CXTL11,1.8303,0.5400,3.0633,9.1900,2.2633,13.5800,3.6800,44.1600,-8.1108,-7.9718,-7.6146,339.9900,17.7100,2023,0.2032,686.8900,-1.8593,36815210.9100,-1.4898,-1.6599,0.5463,0.1821,,,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,326.51,18981.32,22617260.06,0.7737,0.47534539737075804,CXTL11,,,1
257,CYCR11,0.1050,1.2100,1.2167,3.6500,1.2183,7.3100,1.1667,14.0000,4.5673,3.5277,5.8326,8.7000,6.0000,2023,0.1052,95.0670,-0.6946,155109836.7000,6.1629,-0.5901,0.3141,0.1047,3.8094,0.6349,,,Indefinido,indefinido,8.82,326868.29,159820436.8,0.9,0.0927766732935719,CYCR11,,,0
198,DAMT11B,0.0792,0.4100,0.5400,1.6200,0.6433,3.8600,0.7417,4.4500,38.1020,26.4820,38.6682,19.5000,3.4100,2023,,,,,,,,,,,,,Shoppings,shoppings,19.5,1833.81,96289678.22,1.4795,,DAMT11B,,,1
465,DCRA11,0.1300,1.4300,1.3800,4.1400,1.3250,7.9500,1.2825,15.3900,2.1396,4.9773,3.6002,9.0700,6.6500,2023,,,,,,,,,,,,,Misto,misto,9.03,226829.76,0,0,,DCRA11,,,0
412,DEVA11,0.6500,0.9500,1.2867,3.8600,1.2317,7.3900,1.1083,13.3000,36.9305,-20.4996,38.2313,68.5200,6.2500,2023,0.8881,101.3434,0.1392,1423358225.6900,18.7304,1.0285,1.9903,0.6634,5.6898,0.9483,,,Papéis,papeis,60.6,2894497.26,1322282171.26,0.6437,0.5979669124975084,DEVA11,,,0
159,DLMT11,0.0081,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2023,,,,,,,,,,,,,Varejo,varejo,0,,8812175.95,0,,DLMT11,,,5
74,DPRO11,0.8000,0.0000,0.5500,1.6500,0.6050,3.6300,0.9489,8.5400,0.0000,,0.0000,,2.5700,2023,,,,,,,,,,,,,Indefinido,indefinido,94.95,20937.04,35948477.34,0.9813,,DPRO11,,,1
296,DRIT11B,0.5900,0.0000,0.6400,1.9200,0.4950,2.9700,0.4867,5.8400,0.0000,,0.0000,,2.9700,2023,0.5332,125.6500,-0.1962,58209539.0900,2.3705,0.3360,1.5727,0.5242,,,,,Lajes Corporativas,lajes-corporativas,88.6,1354.42,61607921.44,0.6663,0.705133306804616,DRIT11B,,,6
450,DVFF11,0.8000,1.0800,1.0733,3.2200,1.0600,6.3600,1.0467,12.5600,8.7020,9.4824,9.8760,74.2000,5.2400,2023,0.9284,91.5600,-4.0077,100802430.0800,8.7676,-3.1165,2.3939,0.7980,4.8548,0.8091,,,Fundo de Fundos,fundo-de-fundos,77.89,174555.03,101166724.19,0.8476,0.8506989951944081,DVFF11,,,0
303,EDFO11B,1.6623,0.8700,0.8633,2.5900,0.8533,5.1200,0.7733,9.2800,-3.5533,-9.8631,-2.7142,190.0000,4.2900,2023,0.8559,191.8200,-0.0313,45269820.2700,7.8281,0.8244,2.7200,0.9067,5.2566,0.8761,,,Lajes Corporativas,lajes-corporativas,189.05,9969.97,43022704.19,1.037,0.9855593785840894,EDFO11B,,,1
357,EDGA11,0.0800,0.3900,0.6067,1.8200,0.6100,3.6600,0.6292,7.5500,7.1909,9.3341,7.6089,20.7200,3.0700,2023,0.2268,66.1400,-0.0151,252142355.5400,0.9461,0.2116,0.6112,0.2037,,,,,Lajes Corporativas,lajes-corporativas,21.05,36182.21,233500304.65,0.3437,0.31826428787420624,EDGA11,,,1
467,EGAF11,1.4702,1.4500,1.3833,4.1500,1.8067,10.8400,3.0113,24.0900,-0.4904,5.4275,0.9525,101.4500,6.7600,2023,1.2249,98.0700,0.0000,109513479.7600,0.0000,0.0000,2.7888,2.7888,2.7888,2.7888,2.7888,2.7888,Indefinido,indefinido,100.08,342636.63,109513479.76,1.0299,1.0204955643927807,EGAF11,,,0
530,EQIA11,0.4503,,,,,,,,,,,,,2021,,,,,,,,,,,,,Fiagro,fiagro,0,,0,0,,EQIA11,,,
50,EQIR11,0.1100,1.2400,1.2400,3.7200,1.2183,7.3100,3.6942,44.3300,-1.0056,-3.1732,0.2219,8.8600,6.1800,2023,1.1224,9.8000,-1.5190,49267646.3400,-89.5840,-0.4136,3.3365,1.1122,6.7095,1.1183,,,Indefinido,indefinido,8.71,73578.5,50462045.38,0.8675,0.8887755102040816,EQIR11,,,0
330,ERCR11,3079.3578,,,,,,,,,,,,,,1.1227,69829.6644,-0.1007,165915282.6400,3.3239,1.0209,2.2058,0.7353,5.9267,0.9878,,,Varejo,varejo,76000,,143765514.23,1.256,1.0883626701204654,ERCR11,,,0
394,ERPA11,0.7111,0.6300,0.2100,0.6300,0.1050,0.6300,0.1617,1.9400,0.0000,,0.0000,112.0100,0.6300,2023,0.6008,116.2100,0.0100,58212728.3500,3.7727,0.6108,1.7792,0.5931,2.7746,0.4624,,,Lajes Corporativas,lajes-corporativas,119,101667.18,68704104.36,0.8676,1.0240082609069787,ERPA11,,,2
249,EURO11,1.7000,0.7200,0.7900,2.3700,0.8017,4.8100,0.7950,9.5400,5.2580,6.0811,6.0158,234.6200,3.9300,2023,0.6136,312.9103,0.0098,120137518.8400,6.6771,0.6234,1.7584,0.5861,3.4387,0.5731,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,242.99,49339.05,124859350.03,0.7472,0.7765484229825609,EURO11,,,7
201,EVBI11,0.7500,0.7700,0.7900,2.3700,0.7967,4.7800,0.7783,9.3400,3.0335,6.8022,3.8269,96.8000,3.9800,2023,0.7484,100.2100,-0.7115,167685996.2600,7.6979,0.0316,2.2380,0.7460,,,,,Misto,misto,98.24,80946.16,188269169.98,0.9945,0.9803412833050594,EVBI11,,,8
75,EXES11,0.9300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2023,,,,,,,,,,,,,Indefinido,indefinido,88,1262714,25441013.4,0.9158,,EXES11,,,0
358,FAED11,1.4800,1.0200,1.0933,3.2800,1.1000,6.6000,1.0717,12.8600,1.9186,4.0080,2.9582,145.0200,5.5200,2023,0.7070,216.1800,0.0031,138821300.0400,4.9468,0.7102,2.1306,0.7102,4.2611,0.7102,,,Educacional,educacional,155.67,107306.18,139747546.66,0.7153,0.7200943658062725,FAED11,,,3
260,FAMB11B,9.1600,0.5600,0.7267,2.1800,0.8000,4.8000,0.8425,10.1100,-47.8010,-53.6800,-47.5087,1650.0100,5.6400,2020,0.2549,3593.2641,0.5329,376574076.5000,12.8199,0.7891,1.6973,0.5658,4.2585,0.7098,9.3869,0.7822,Lajes Corporativas,lajes-corporativas,800.14,34651.12,309767773.07,0.2707,0.22267775975609475,FAMB11B,,,1
264,FATN11,0.8300,0.8600,0.8733,2.6200,0.8917,5.3500,0.8908,10.6900,3.8544,7.7804,4.7475,97.0000,4.3700,2023,0.7890,101.4000,0.3677,122722547.5400,7.0068,1.1595,2.5599,0.8533,5.0556,0.8426,,,Lajes Corporativas,lajes-corporativas,95.99,86078.05,126140890.22,0.9654,0.9466469428007889,FATN11,,,29
326,FCFL11,0.8000,0.7400,0.7533,2.2600,0.7433,4.4600,0.7192,8.6300,-0.1110,-1.1949,0.6282,108.0100,3.7700,2023,0.7282,104.8000,0.0023,364091433.4400,5.6352,0.7305,2.1916,0.7305,4.6791,0.7799,,,Educacional,educacional,107.5,219670.42,403732475.14,0.925,1.025763358778626,FCFL11,,,1
406,FEXC11,0.5000,0.0000,0.3593,1.0778,0.6898,4.1390,0.9567,11.4804,0.0000,,0.0000,,0.0000,2023,0.9917,90.7500,-1.1330,1003494922.3900,7.1154,-0.1525,2.9519,0.9840,6.4561,1.0760,,,Papéis,papeis,83.5,860137.12,1001470167.13,0.0988,0.9201101928374655,FEXC11,,,
470,FGAA11,0.1400,1.4400,1.4000,4.2000,1.3833,8.3000,1.4008,16.8100,-0.3080,3.5832,1.1276,9.7100,6.9100,2023,1.3556,9.5900,0.0000,326955560.0100,0.0000,0.0000,2.8139,2.8139,2.8139,2.8139,2.8139,2.8139,Indefinido,indefinido,9.77,1299447.76,326955560.01,1.0136,1.018769551616267,FGAA11,,,0
286,FIGS11,0.4200,0.7700,0.8067,2.4200,0.8133,4.8800,0.7683,9.2200,9.4507,11.9884,10.2935,54.2000,4.0500,2023,0.3909,99.7800,-0.0064,284387231.6900,4.3824,0.3845,1.1431,0.3810,2.2887,0.3815,,,Shoppings,shoppings,57.42,144291.26,216798128.8,0.7548,0.5754660252555622,FIGS11,,,2
265,FIIB11,3.2500,0.6600,0.7033,2.1100,0.7400,4.4400,0.7567,9.0800,5.5450,9.3422,6.2416,492.9900,3.5600,2023,0.8339,455.6700,-0.0972,312133949.6900,7.6168,0.7359,2.4449,0.8150,,,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,484.63,211793.66,315975630.84,1.0506,1.0635547655101278,FIIB11,,,9
364,FIIP11B,1.3500,0.8800,0.9200,2.7600,0.9233,5.5400,0.8850,10.6200,3.6486,8.9165,4.5608,153.4000,4.6200,2023,0.7251,186.1751,-0.1215,172614502.3800,0.1150,0.6028,2.1742,0.7247,4.3175,0.7196,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,169.23,81699.68,173072424.53,0.9066,0.9089829950406902,FIIP11B,,,7
219,FISC11,0.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2023,0.2068,116.0580,0.0160,197298203.8300,1.0419,0.2228,0.6207,0.2069,,,,,Lajes Corporativas,lajes-corporativas,165,,195925821.91,1.4317,1.421702941632632,FISC11,,,5
136,FLCR11,1.3000,1.3900,1.3433,4.0300,1.2650,7.5900,1.1658,13.9900,-0.5826,3.8340,0.7993,93.8500,6.3800,2023,0.9125,98.6335,-0.6812,62494579.1700,8.9265,0.2251,2.4241,0.8080,6.2697,1.0450,,,Papéis,papeis,92,143425.84,62327865.84,0.9352,0.9327459737310346,FLCR11,,,0
401,FLMA11,0.9400,0.7300,0.7233,2.1700,0.7017,4.2100,0.7167,8.6000,3.4283,3.3223,4.1833,128.5200,3.4200,2023,0.5913,157.2922,0.0681,217168676.0500,6.4506,0.6598,1.7747,0.5916,3.4682,0.5780,,,Lajes Corporativas,lajes-corporativas,139,83372.79,220582728.59,0.8701,0.8837056128657365,FLMA11,,,2
416,FLRP11,13.5000,0.7500,0.7833,2.3500,0.8717,5.2300,0.7850,9.4200,8.7879,17.4467,9.6038,1795.0000,3.9700,2023,0.5457,1730.9100,0.1354,112910572.4000,4.6590,0.6819,1.6933,0.5644,3.4668,0.5778,,,Shoppings,shoppings,1848.98,11225.31,119321385.38,1.0108,1.068212674258049,FLRP11,,,1
338,FMOF11,0.3100,0.5300,0.1900,0.5700,0.4733,2.8400,0.4483,5.3800,0.0000,,0.0000,58.9900,0.5300,2022,0.1142,122.6373,-0.1898,62300738.2000,-0.0758,-0.0758,,,,,,,Lajes Corporativas,lajes-corporativas,59.49,29852.76,60345486.35,0.5008,0.4850889574379084,FMOF11,,,2
49,FPAB11,1.9000,1.2800,0.8867,2.6600,1.0317,6.1900,0.9125,10.9500,12.0376,14.3265,13.4717,149.0100,4.9900,2023,0.4020,410.4392,0.0028,307829393.4100,4.5327,0.4049,1.2012,0.4004,2.3714,0.3952,,,Lajes Corporativas,lajes-corporativas,175.19,4017.22,281311830.28,0.4671,0.42683544846593596,FPAB11,,,2
82,FRHY11,1.0300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2023,,,,,,,,,,,,,Indefinido,indefinido,0,,11269135.24,0,,FRHY11,,,0
54,FVPQ11,0.6800,0.6700,0.8633,2.5900,0.7650,4.5900,0.7083,8.5000,3.0303,6.0782,3.7206,102.0000,4.4500,2023,0.2769,198.6000,-0.0269,556120262.6000,4.3851,0.2499,1.0430,0.3477,2.0450,0.3408,,,Shoppings,shoppings,107.23,32123.79,536352498,0.5598,0.5399295065458207,FVPQ11,,,1
472,FZDA11,2.2573,1.9000,1.9000,1.9000,1.9000,1.9000,1.9000,1.9000,0.0000,,0.0000,119.0000,1.9000,2023,2.2143,101.9400,0.0000,158007687.2800,0.0000,0.0000,2.2143,2.2143,2.2143,2.2143,2.2143,2.2143,Indefinido,indefinido,163.91,8100.22,158007687.28,1.1674,1.6079066117323917,FZDA11,,,0
301,GALG11,0.0820,0.9500,0.9700,2.9100,0.9367,5.6200,0.8950,10.7400,2.0071,-3.5328,2.9762,8.6400,4.7500,2023,0.8757,9.3644,-7.8692,538312589.1700,-90.0895,-7.0625,2.4907,0.8302,4.9006,0.8168,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,9.1,825491.97,527575473.06,0.9913,0.9717654094229208,GALG11,,,5
152,GAME11,0.1000,1.1300,1.1633,3.4900,1.1517,6.9100,1.1642,13.9700,3.5088,6.2754,4.6784,8.8500,5.7800,2023,1.0163,9.8416,0.2005,203954963.2600,-98.8429,1.2188,3.0574,1.0191,6.9651,1.1609,14.9502,1.2459,Indefinido,indefinido,8.79,217022.87,217820700.81,0.8755,0.8931474556982604,GAME11,,,0
372,GCFF11,0.7500,1.1500,1.0867,3.2600,1.0483,6.2900,0.9942,11.9300,-4.4118,-5.5933,-3.3125,65.0000,3.2600,2023,0.8707,82.6900,-3.8824,27997377.1600,-3.3650,-3.0454,2.5846,0.8615,,,,,Fundo de Fundos,fundo-de-fundos,69.2,79486.24,27881212.16,0.8946,0.8368605635506108,GCFF11,,,0
536,GCRA11,1.2000,1.2800,1.3333,4.0000,1.3033,7.8200,1.2733,15.2800,1.1189,2.9126,2.4132,93.9900,6.5700,2023,1.3060,98.0100,0.0116,171608604.0700,14.2236,1.3178,3.8247,1.2749,7.5258,1.2543,14.8571,1.4857,Indefinido,indefinido,93.7,251563.79,171608604.07,0.954,0.9560248954188348,GCRA11,,,0
200,GCRI11,1.1000,1.2000,1.2167,3.6500,1.2083,7.2500,1.2217,14.6600,1.5708,3.8876,2.7896,91.8200,6.0800,2023,1.1659,94.3500,-2.3393,112349949.8200,0.9393,-1.2007,3.4453,1.1484,,,,,Papéis,papeis,90.7,255171.34,129558302.88,0.9458,0.9613142554319026,GCRI11,,,0
453,GESE11B,3.3381,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2023,0.7941,1767.9200,0.0006,91931589.5000,2.4055,0.7946,2.3642,0.7881,,,,,Educacional,educacional,1520,,92406937.68,0.8553,0.8597674102900583,GESE11B,,,1
144,GGRC11,1.0500,0.9000,0.9300,2.7900,0.9050,5.4300,0.8708,10.4500,1.7818,5.4468,2.6979,116.5300,4.6100,2023,0.8187,124.5898,-0.1406,966621344.1500,2.0655,0.6769,2.5005,0.8335,4.5593,0.7599,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,121.63,1386796.74,1035779303.27,0.9552,0.9762436411327412,GGRC11,,,17
322,GSFI11,0.0007,0.0276,0.0092,0.0276,0.0046,0.0276,0.0023,0.0276,0.0000,0.0276,0.0276,2.5100,0.0276,2020,0.0058,11.9008,0.0111,814995674.0300,0.0170,0.0170,,,,,,,Shoppings,shoppings,6.6,692606.61,1062190981.28,0.4671,0.5545845657434794,GSFI11,,,9
131,GTLG11,0.7000,0.7200,0.7233,2.1700,0.5983,3.5900,0.5342,6.4100,-0.9593,4.3813,-0.2462,97.0500,2.8800,2023,0.7475,93.6497,-0.1263,671749268.0200,3.6852,0.6202,2.2431,0.7477,4.4979,0.7496,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,97,7090.19,655132499.01,1.0621,1.035774807607499,GTLG11,,,5
454,GTWR11,0.7900,0.9900,1.0133,3.0400,1.0250,6.1500,0.9867,11.8400,-0.1125,5.7972,0.8764,79.9000,5.1600,2023,0.7547,98.0474,0.0327,1176568905.6400,8.0944,0.7877,2.2649,0.7550,4.5313,0.7552,,,Lajes Corporativas,lajes-corporativas,79.7,1022656.24,1139875668.01,0.839,0.8128721414336332,GTWR11,,,3
315,HAAA11,0.4300,0.0000,0.4533,1.3600,0.4367,2.6200,0.4750,5.7000,0.0000,,0.0000,,2.6200,2023,0.6002,89.9700,-0.3970,310852216.8600,1.3211,0.2008,1.7966,0.5989,3.7029,0.6171,,,Lajes Corporativas,lajes-corporativas,63.2,1808.38,280220007.19,0.7792,0.7024563743470046,HAAA11,,,2
162,HABT11,1.3000,1.4100,1.4533,4.3600,1.3883,8.3300,1.2500,15.0000,9.4168,10.2338,10.9596,92.4900,7.0300,2023,0.9218,99.8023,0.1395,811071447.8100,15.7503,1.0626,2.8228,0.9409,6.4530,1.0755,,,Papéis,papeis,94.53,1513977.32,797721773.58,0.963,0.9471725601514194,HABT11,,,0
325,HBCR11,0.5375,0.4800,0.3233,0.9700,0.2500,1.5000,0.1842,2.2100,-0.4955,-0.0179,-0.0179,112.4500,0.9700,2023,,,,,,,,,,,,,Indefinido,indefinido,111.92,1636019,115877284.32,1.0809,,HBCR11,,,4
360,HBRH11,0.5493,0.5700,0.6467,1.9400,0.6867,4.1200,0.6950,8.3400,3.2376,15.3728,3.8261,95.9800,3.3200,2023,0.5348,113.2858,0.0960,314051483.6000,7.4737,0.6312,1.6345,0.5448,3.3686,0.5614,,,Lajes Corporativas,lajes-corporativas,97.39,51829.13,311309169.8,0.8672,0.8596840910334747,HBRH11,,,5
